sentence,audio_path,status
"They were in the saloon of a sinking ship, looking up at him through the darkening water.",english/english-sample466.wav,processed
"He was out in the light and air while they were being sucked down to death, and they were down there because he was up here.",english/english-sample468.wav,processed
"He knew it and they knew it, and he could see the knowledge in their faces.",english/english-sample469.wav,processed
"There was no reproach either in their faces or in their hearts, only the knowledge that they must die in order that he might remain alive, and that this was part of the unavoidable order of things.",english/english-sample470.wav,processed
"He could not remember what had happened, but he knew in his dream that in some way the lives of his mother and his sister had been sacrificed to his own.",english/english-sample471.wav,processed
"The thing that now suddenly struck Winston was that his mother’s death, nearly thirty years ago, had been tragic and sorrowful in a way that was no longer possible.",english/english-sample473.wav,processed
"Tragedy, he perceived, belonged to the ancient time, to a time when there was still privacy, love, and friendship, and when the members of a family stood by one another without needing to know the reason.",english/english-sample474.wav,processed
"Such things, he saw, could not happen today.",english/english-sample476.wav,processed
"Today there were fear, hatred, and pain, but no dignity of emotion, no deep or complex sorrows.",english/english-sample477.wav,processed
"All this he seemed to see in the large eyes of his mother and his sister, looking up at him through the green water, hundreds of fathoms down and still sinking.",english/english-sample478.wav,processed
The landscape that he was looking at recurred so often in his dreams that he was never fully certain whether or not he had seen it in the real world.,english/english-sample480.wav,processed
In his waking thoughts he called it the Golden Country.,english/english-sample481.wav,processed
"It was an old, rabbit-bitten pasture, with a foot-track wandering across it and a molehill here and there.",english/english-sample482.wav,processed
The girl with dark hair was coming towards them across the field.,english/english-sample485.wav,processed
With what seemed a single movement she tore off her clothes and flung them disdainfully aside.,english/english-sample486.wav,processed
"Her body was white and smooth, but it aroused no desire in him, indeed he barely looked at it.",english/english-sample487.wav,processed
What overwhelmed him in that instant was admiration for the gesture with which she had thrown her clothes aside.,english/english-sample488.wav,processed
That too was a gesture belonging to the ancient time.,english/english-sample490.wav,processed
Winston woke up with the word “Shakespeare”,english/english-sample491.wav,processed
But which buggers they didn’t ought to have trusted Winston could not now remember.,english/english-sample493.wav,processed
"Since about that time, war had been literally continuous, though strictly speaking it had not always been the same war.",english/english-sample494.wav,processed
"For several months during his childhood there had been confused street fighting in London itself, some of which he remembered vividly.",english/english-sample495.wav,processed
In no public or private utterance was it ever admitted that the three powers had at any time been grouped along different lines.,english/english-sample498.wav,processed
"Actually, as Winston well knew, it was only four years since Oceania had been at war with Eastasia and in alliance with Eurasia.",english/english-sample499.wav,processed
But that was merely a piece of furtive knowledge which he happened to possess because his memory was not satisfactorily under control.,english/english-sample500.wav,processed
Officially the change of partners had never happened.,english/english-sample501.wav,processed
Oceania was at war with Eurasia:,english/english-sample502.wav,processed
therefore Oceania had always been at war with Eurasia.,english/english-sample503.wav,processed
"The enemy of the moment always represented absolute evil, and it followed that any past or future agreement with him was impossible.",english/english-sample504.wav,processed
"If the Party could thrust its hand into the past and say of this or that event, it never happened—that, surely, was more terrifying than mere torture and death?",english/english-sample506.wav,processed
The Party said that Oceania had never been in alliance with Eurasia.,english/english-sample507.wav,processed
"He, Winston Smith, knew that Oceania had been in alliance with Eurasia as short a time as four years ago.",english/english-sample508.wav,processed
But where did that knowledge exist?,english/english-sample509.wav,processed
"Only in his own consciousness, which in any case must soon be annihilated.",english/english-sample510.wav,processed
And if all others accepted the lie which the Party imposed—if all records told the same tale—then the lie passed into history and became truth.,english/english-sample511.wav,processed
"“Who controls the past,”",english/english-sample512.wav,processed
"ran the Party slogan, “controls the future:",english/english-sample513.wav,processed
who controls the present controls the past.”,english/english-sample514.wav,processed
"And yet the past, though of its nature alterable, never had been altered.",english/english-sample515.wav,processed
Whatever was true now was true from everlasting to everlasting.,english/english-sample516.wav,processed
It was quite simple.,english/english-sample517.wav,processed
All that was needed was an unending series of victories over your own memory.,english/english-sample518.wav,processed
"“Reality control”, they called it:",english/english-sample519.wav,processed
"in Newspeak, ‘doublethink’.",english/english-sample520.wav,processed
Winston sank his arms to his sides and slowly refilled his lungs with air.,english/english-sample523.wav,processed
His mind slid away into the labyrinthine world of doublethink.,english/english-sample524.wav,processed
"and above all, to apply the same process to the process itself.",english/english-sample526.wav,processed
That was the ultimate subtlety:,english/english-sample527.wav,processed
"consciously to induce unconsciousness, and then, once again, to become unconscious of the act of hypnosis you had just performed.",english/english-sample528.wav,processed
Even to understand the word “doublethink”,english/english-sample529.wav,processed
involved the use of doublethink.,english/english-sample530.wav,processed
The instructress had called them to attention again.,english/english-sample531.wav,processed
“And now let’s see which of us can touch our toes!”,english/english-sample532.wav,processed
she said enthusiastically.,english/english-sample533.wav,processed
"“Right over from the hips, please, comrades.",english/english-sample534.wav,processed
"Winston loathed this exercise, which sent shooting pains all the way from his heels to his buttocks and often ended by bringing on another coughing fit.",english/english-sample537.wav,processed
The half-pleasant quality went out of his meditations.,english/english-sample538.wav,processed
"The past, he reflected, had not merely been altered, it had been actually destroyed.",english/english-sample539.wav,processed
For how could you establish even the most obvious fact when there existed no record outside your own memory?,english/english-sample540.wav,processed
He tried to remember in what year he had first heard mention of Big Brother.,english/english-sample541.wav,processed
"He thought it must have been at some time in the sixties, but it was impossible to be certain.",english/english-sample542.wav,processed
"In the Party histories, of course, Big Brother figured as the leader and guardian of the Revolution since its very earliest days.",english/english-sample543.wav,processed
There was no knowing how much of this legend was true and how much invented.,english/english-sample545.wav,processed
Winston could not even remember at what date the Party itself had come into existence.,english/english-sample546.wav,processed
Everything melted into mist.,english/english-sample548.wav,processed
"Sometimes, indeed, you could put your finger on a definite lie.",english/english-sample549.wav,processed
"It was not true, for example, as was claimed in the Party history books, that the Party had invented aeroplanes.",english/english-sample550.wav,processed
He remembered aeroplanes since his earliest childhood.,english/english-sample551.wav,processed
But you could prove nothing.,english/english-sample552.wav,processed
There was never any evidence.,english/english-sample553.wav,processed
Just once in his whole life he had held in his hands unmistakable documentary proof of the falsification of an historical fact.,english/english-sample554.wav,processed
And on that occasion—“Smith!”,english/english-sample555.wav,processed
"Bend lower, please!",english/english-sample559.wav,processed
You can do better than that.,english/english-sample560.wav,processed
You’re not trying.,english/english-sample561.wav,processed
"Lower, please!",english/english-sample562.wav,processed
"That’s better, comrade.",english/english-sample563.wav,processed
"Now stand at ease, the whole squad, and watch me.”",english/english-sample564.wav,processed
A sudden hot sweat had broken out all over Winston’s body.,english/english-sample565.wav,processed
His face remained completely inscrutable.,english/english-sample566.wav,processed
Never show dismay!,english/english-sample567.wav,processed
Never show resentment!,english/english-sample568.wav,processed
A single flicker of the eyes could give you away.,english/english-sample569.wav,processed
"“There, comrades!",english/english-sample571.wav,processed
That’s how I want to see you doing it.,english/english-sample572.wav,processed
Watch me again.,english/english-sample573.wav,processed
I’m thirty-nine and I’ve had four children.,english/english-sample574.wav,processed
Now look.”,english/english-sample575.wav,processed
She bent over again.,english/english-sample576.wav,processed
“You see my knees aren’t bent.,english/english-sample577.wav,processed
"You can all do it if you want to,”",english/english-sample578.wav,processed
she added as she straightened herself up.,english/english-sample579.wav,processed
“Anyone under forty-five is perfectly capable of touching his toes.,english/english-sample580.wav,processed
"We don’t all have the privilege of fighting in the front line, but at least we can all keep fit.",english/english-sample581.wav,processed
Remember our boys on the Malabar front!,english/english-sample582.wav,processed
And the sailors in the Floating Fortresses!,english/english-sample583.wav,processed
Just think what they have to put up with.,english/english-sample584.wav,processed
Now try again.,english/english-sample585.wav,processed
"That’s better, comrade, that’s much better,”",english/english-sample586.wav,processed
"she added encouragingly as Winston, with a violent lunge, succeeded in touching his toes with knees unbent, for the first time in several years.",english/english-sample587.wav,processed
Then he unrolled and clipped together four small cylinders of paper which had already flopped out of the pneumatic tube on the right-hand side of his desk.,english/english-sample589.wav,processed
In the walls of the cubicle there were three orifices.,english/english-sample590.wav,processed
This last was for the disposal of waste paper.,english/english-sample592.wav,processed
"Similar slits existed in thousands or tens of thousands throughout the building, not only in every room but at short intervals in every corridor.",english/english-sample593.wav,processed
For some reason they were nicknamed memory holes.,english/english-sample594.wav,processed
Winston examined the four slips of paper which he had unrolled.,english/english-sample596.wav,processed
They ran:,english/english-sample598.wav,processed
With a faint feeling of satisfaction Winston laid the fourth message aside.,english/english-sample600.wav,processed
It was an intricate and responsible job and had better be dealt with last.,english/english-sample601.wav,processed
"The other three were routine matters, though the second one would probably mean some tedious wading through lists of figures.",english/english-sample602.wav,processed
Winston dialled “back numbers”,english/english-sample603.wav,processed
"on the telescreen and called for the appropriate issues of the Times, which slid out of the pneumatic tube after only a few minutes’ delay.",english/english-sample604.wav,processed
"The messages he had received referred to articles or news items which for one reason or another it was thought necessary to alter, or, as the official phrase had it, to rectify.",english/english-sample605.wav,processed
"As it happened, the Eurasian Higher Command had launched its offensive in South India and left North Africa alone.",english/english-sample607.wav,processed
"It was therefore necessary to rewrite a paragraph of Big Brother’s speech, in such a way as to make him predict the thing that had actually happened.",english/english-sample608.wav,processed
"Today’s issue contained a statement of the actual output, from which it appeared that the forecasts were in every instance grossly wrong.",english/english-sample610.wav,processed
Winston’s job was to rectify the original figures by making them agree with the later ones.,english/english-sample611.wav,processed
"As for the third message, it referred to a very simple error which could be set right in a couple of minutes.",english/english-sample612.wav,processed
"As short a time ago as February, the Ministry of Plenty had issued a promise (a “categorical pledge”",english/english-sample613.wav,processed
were the official words) that there would be no reduction of the chocolate ration during 1984.,english/english-sample614.wav,processed
"Actually, as Winston was aware, the chocolate ration was to be reduced from thirty grammes to twenty at the end of the present week.",english/english-sample615.wav,processed
All that was needed was to substitute for the original promise a warning that it would probably be necessary to reduce the ration at some time in April.,english/english-sample616.wav,processed
"As soon as Winston had dealt with each of the messages, he clipped his speakwritten corrections to the appropriate copy of the Times and pushed them into the pneumatic tube.",english/english-sample617.wav,processed
"Then, with a movement which was as nearly as possible unconscious, he crumpled up the original message and any notes that he himself had made, and dropped them into the memory hole to be devoured by the flames.",english/english-sample618.wav,processed
"What happened in the unseen labyrinth to which the pneumatic tubes led, he did not know in detail, but he did know in general terms.",english/english-sample619.wav,processed
Day by day and almost minute by minute the past was brought up to date.,english/english-sample622.wav,processed
"In no case would it have been possible, once the deed was done, to prove that any falsification had taken place.",english/english-sample625.wav,processed
"Books, also, were recalled and rewritten again and again, and were invariably reissued without any admission that any alteration had been made.",english/english-sample628.wav,processed
"always the reference was to slips, errors, misprints, or misquotations which it was necessary to put right in the interests of accuracy.",english/english-sample630.wav,processed
"But actually, he thought as he re-adjusted the Ministry of Plenty’s figures, it was not even forgery.",english/english-sample631.wav,processed
It was merely the substitution of one piece of nonsense for another.,english/english-sample632.wav,processed
Statistics were just as much a fantasy in their original version as in their rectified version.,english/english-sample634.wav,processed
A great deal of the time you were expected to make them up out of your head.,english/english-sample635.wav,processed
"For example, the Ministry of Plenty’s forecast had estimated the output of boots for the quarter at 145 million pairs.",english/english-sample636.wav,processed
The actual output was given as sixty-two millions.,english/english-sample637.wav,processed
"Winston, however, in rewriting the forecast, marked the figure down to fifty-seven millions, so as to allow for the usual claim that the quota had been overfulfilled.",english/english-sample638.wav,processed
"In any case, sixty-two millions was no nearer the truth than fifty-seven millions, or than 145 millions.",english/english-sample639.wav,processed
Very likely no boots had been produced at all.,english/english-sample640.wav,processed
"Likelier still, nobody knew how many had been produced, much less cared.",english/english-sample641.wav,processed
"All one knew was that every quarter astronomical numbers of boots were produced on paper, while perhaps half the population of Oceania went barefoot.",english/english-sample642.wav,processed
"And so it was with every class of recorded fact, great or small.",english/english-sample643.wav,processed
"Everything faded away into a shadow-world in which, finally, even the date of the year had become uncertain.",english/english-sample644.wav,processed
Winston glanced across the hall.,english/english-sample645.wav,processed
He had the air of trying to keep what he was saying a secret between himself and the telescreen.,english/english-sample647.wav,processed
"He looked up, and his spectacles darted a hostile flash in Winston’s direction.",english/english-sample648.wav,processed
People in the Records Department did not readily talk about their jobs.,english/english-sample650.wav,processed
"There was a certain fitness in this, since her own husband had been vaporized a couple of years earlier.",english/english-sample653.wav,processed
"And this hall, with its fifty workers or thereabouts, was only one subsection, a single cell, as it were, in the huge complexity of the Records Department.",english/english-sample655.wav,processed
"Beyond, above, below, were other swarms of workers engaged in an unimaginable multitude of jobs.",english/english-sample656.wav,processed
"There was the tele-programmes section with its engineers, its producers, and its teams of actors specially chosen for their skill in imitating voices.",english/english-sample658.wav,processed
There were the armies of reference clerks whose job was simply to draw up lists of books and periodicals which were due for recall.,english/english-sample659.wav,processed
"There were the vast repositories where the corrected documents were stored, and the hidden furnaces where the original copies were destroyed.",english/english-sample660.wav,processed
"And the Ministry had not only to supply the multifarious needs of the Party, but also to repeat the whole operation at a lower level for the benefit of the proletariat.",english/english-sample663.wav,processed
"There was a whole chain of separate departments dealing with proletarian literature, music, drama, and entertainment generally.",english/english-sample664.wav,processed
"Three messages had slid out of the pneumatic tube while Winston was working, but they were simple matters, and he had disposed of them before the Two Minutes Hate interrupted him.",english/english-sample667.wav,processed
Winston’s greatest pleasure in life was in his work.,english/english-sample669.wav,processed
Winston was good at this kind of thing.,english/english-sample671.wav,processed
"On occasion he had even been entrusted with the rectification of the Times leading articles, which were written entirely in Newspeak.",english/english-sample672.wav,processed
He unrolled the message that he had set aside earlier.,english/english-sample673.wav,processed
It ran:,english/english-sample674.wav,processed
In Oldspeak (or standard English) this might be rendered:,english/english-sample676.wav,processed
Rewrite it in full and submit your draft to higher authority before filing.,english/english-sample678.wav,processed
Winston read through the offending article.,english/english-sample679.wav,processed
Three months later FFCC had suddenly been dissolved with no reasons given.,english/english-sample682.wav,processed
"One could assume that Withers and his associates were now in disgrace, but there had been no report of the matter in the Press or on the telescreen.",english/english-sample683.wav,processed
"That was to be expected, since it was unusual for political offenders to be put on trial or even publicly denounced.",english/english-sample684.wav,processed
"More commonly, people who had incurred the displeasure of the Party simply disappeared and were never heard of again.",english/english-sample686.wav,processed
One never had the smallest clue as to what had happened to them.,english/english-sample687.wav,processed
In some cases they might not even be dead.,english/english-sample688.wav,processed
"Perhaps thirty people personally known to Winston, not counting his parents, had disappeared at one time or another.",english/english-sample689.wav,processed
Winston stroked his nose gently with a paper-clip.,english/english-sample690.wav,processed
He raised his head for a moment:,english/english-sample692.wav,processed
again the hostile spectacle-flash.,english/english-sample693.wav,processed
It was perfectly possible.,english/english-sample695.wav,processed
So tricky a piece of work would never be entrusted to a single person:,english/english-sample696.wav,processed
"on the other hand, to turn it over to a committee would be to admit openly that an act of fabrication was taking place.",english/english-sample697.wav,processed
Very likely as many as a dozen people were now working away on rival versions of what Big Brother had actually said.,english/english-sample698.wav,processed
Winston did not know why Withers had been disgraced.,english/english-sample700.wav,processed
Perhaps it was for corruption or incompetence.,english/english-sample701.wav,processed
Perhaps Big Brother was merely getting rid of a too-popular subordinate.,english/english-sample702.wav,processed
Perhaps Withers or someone close to him had been suspected of heretical tendencies.,english/english-sample703.wav,processed
Or perhaps—what was likeliest of all—the thing had simply happened because purges and vaporizations were a necessary part of the mechanics of government.,english/english-sample704.wav,processed
"The only real clue lay in the words “refs unpersons”, which indicated that Withers was already dead.",english/english-sample705.wav,processed
You could not invariably assume this to be the case when people were arrested.,english/english-sample706.wav,processed
Sometimes they were released and allowed to remain at liberty for as much as a year or two years before being executed.,english/english-sample707.wav,processed
"Withers, however, was already an unperson.",english/english-sample709.wav,processed
He did not exist:,english/english-sample710.wav,processed
he had never existed.,english/english-sample711.wav,processed
Winston decided that it would not be enough simply to reverse the tendency of Big Brother’s speech.,english/english-sample712.wav,processed
It was better to make it deal with something totally unconnected with its original subject.,english/english-sample713.wav,processed
What was needed was a piece of pure fantasy.,english/english-sample715.wav,processed
Today he should commemorate Comrade Ogilvy.,english/english-sample718.wav,processed
"It was true that there was no such person as Comrade Ogilvy, but a few lines of print and a couple of faked photographs would soon bring him into existence.",english/english-sample719.wav,processed
"Winston thought for a moment, then pulled the speakwrite towards him and began dictating in Big Brother’s familiar style:",english/english-sample720.wav,processed
"The lesson—which is also one of the fundamental principles of Ingsoc—that,”",english/english-sample722.wav,processed
"At the age of three Comrade Ogilvy had refused all toys except a drum, a sub-machine gun, and a model helicopter.",english/english-sample724.wav,processed
"At six—a year early, by a special relaxation of the rules—he had joined the Spies, at nine he had been a troop leader.",english/english-sample725.wav,processed
At eleven he had denounced his uncle to the Thought Police after overhearing a conversation which appeared to him to have criminal tendencies.,english/english-sample726.wav,processed
At seventeen he had been a district organizer of the Junior Anti-Sex League.,english/english-sample727.wav,processed
At twenty-three he had perished in action.,english/english-sample729.wav,processed
Big Brother added a few remarks on the purity and single-mindedness of Comrade Ogilvy’s life.,english/english-sample731.wav,processed
Winston debated with himself whether to award Comrade Ogilvy the Order of Conspicuous Merit:,english/english-sample734.wav,processed
in the end he decided against it because of the unnecessary cross-referencing that it would entail.,english/english-sample735.wav,processed
Once again he glanced at his rival in the opposite cubicle.,english/english-sample736.wav,processed
"There was no way of knowing whose job would finally be adopted, but he felt a profound conviction that it would be his own.",english/english-sample738.wav,processed
"Comrade Ogilvy, unimagined an hour ago, was now a fact.",english/english-sample739.wav,processed
It struck him as curious that you could create dead men but not living ones.,english/english-sample740.wav,processed
"In the low-ceilinged canteen, deep underground, the lunch queue jerked slowly forward.",english/english-sample742.wav,processed
The room was already very full and deafeningly noisy.,english/english-sample743.wav,processed
"On the far side of the room there was a small bar, a mere hole in the wall, where gin could be bought at ten cents the large nip.",english/english-sample745.wav,processed
"“Just the man I was looking for,”",english/english-sample746.wav,processed
said a voice at Winston’s back.,english/english-sample747.wav,processed
He turned round.,english/english-sample748.wav,processed
"It was his friend Syme, who worked in the Research Department.",english/english-sample749.wav,processed
Perhaps “friend”,english/english-sample750.wav,processed
was not exactly the right word.,english/english-sample751.wav,processed
"You did not have friends nowadays, you had comrades:",english/english-sample752.wav,processed
but there were some comrades whose society was pleasanter than that of others.,english/english-sample753.wav,processed
"Syme was a philologist, a specialist in Newspeak.",english/english-sample754.wav,processed
"Indeed, he was one of the enormous team of experts now engaged in compiling the Eleventh Edition of the Newspeak Dictionary.",english/english-sample755.wav,processed
"“I wanted to ask you whether you’d got any razor blades,”",english/english-sample757.wav,processed
he said.,english/english-sample758.wav,processed
“Not one!”,english/english-sample759.wav,processed
said Winston with a sort of guilty haste.,english/english-sample760.wav,processed
“I’ve tried all over the place.,english/english-sample761.wav,processed
They don’t exist any longer.”,english/english-sample762.wav,processed
Everyone kept asking you for razor blades.,english/english-sample763.wav,processed
Actually he had two unused ones which he was hoarding up.,english/english-sample764.wav,processed
There had been a famine of them for months past.,english/english-sample765.wav,processed
At any given moment there was some necessary article which the Party shops were unable to supply.,english/english-sample766.wav,processed
"Sometimes it was buttons, sometimes it was darning wool, sometimes it was shoelaces; at present it was razor blades.",english/english-sample767.wav,processed
"“I’ve been using the same blade for six weeks,”",english/english-sample770.wav,processed
he added untruthfully.,english/english-sample771.wav,processed
The queue gave another jerk forward.,english/english-sample772.wav,processed
As they halted he turned and faced Syme again.,english/english-sample773.wav,processed
Each of them took a greasy metal tray from a pile at the end of the counter.,english/english-sample774.wav,processed
“Did you go and see the prisoners hanged yesterday?”,english/english-sample775.wav,processed
said Syme.,english/english-sample776.wav,processed
"“I was working,”",english/english-sample777.wav,processed
said Winston indifferently.,english/english-sample778.wav,processed
"“I shall see it on the flicks, I suppose.”",english/english-sample779.wav,processed
"“A very inadequate substitute,”",english/english-sample780.wav,processed
His mocking eyes roved over Winston’s face.,english/english-sample782.wav,processed
"“I know you,”",english/english-sample783.wav,processed
"the eyes seemed to say, “I see through you.",english/english-sample784.wav,processed
I know very well why you didn’t go to see those prisoners hanged.”,english/english-sample785.wav,processed
"In an intellectual way, Syme was venomously orthodox.",english/english-sample786.wav,processed
"Talking to him was largely a matter of getting him away from such subjects and entangling him, if possible, in the technicalities of Newspeak, on which he was authoritative and interesting.",english/english-sample788.wav,processed
Winston turned his head a little aside to avoid the scrutiny of the large dark eyes.,english/english-sample789.wav,processed
"“It was a good hanging,”",english/english-sample790.wav,processed
said Syme reminiscently.,english/english-sample791.wav,processed
“I think it spoils it when they tie their feet together.,english/english-sample792.wav,processed
I like to see them kicking.,english/english-sample793.wav,processed
"And above all, at the end, the tongue sticking right out, and blue—a quite bright blue.",english/english-sample794.wav,processed
That’s the detail that appeals to me.”,english/english-sample795.wav,processed
"“Nex’, please!”",english/english-sample796.wav,processed
yelled the white-aproned prole with the ladle.,english/english-sample797.wav,processed
Winston and Syme pushed their trays beneath the grille.,english/english-sample798.wav,processed
"“There’s a table over there, under that telescreen,”",english/english-sample800.wav,processed
“Let’s pick up a gin on the way.”,english/english-sample802.wav,processed
The gin was served out to them in handleless china mugs.,english/english-sample803.wav,processed
"Winston took up his mug of gin, paused for an instant to collect his nerve, and gulped the oily-tasting stuff down.",english/english-sample805.wav,processed
When he had winked the tears out of his eyes he suddenly discovered that he was hungry.,english/english-sample806.wav,processed
Neither of them spoke again till they had emptied their pannikins.,english/english-sample808.wav,processed
"It had been on the tip of his tongue to say “Except the proles,”",english/english-sample810.wav,processed
"but he checked himself, not feeling fully certain that this remark was not in some way unorthodox.",english/english-sample811.wav,processed
"Syme, however, had divined what he was about to say.",english/english-sample812.wav,processed
"“The proles are not human beings,”",english/english-sample813.wav,processed
he said carelessly.,english/english-sample814.wav,processed
"“By 2050—earlier, probably—all real knowledge of Oldspeak will have disappeared.",english/english-sample815.wav,processed
The whole literature of the past will have been destroyed.,english/english-sample816.wav,processed
Even the literature of the Party will change.,english/english-sample818.wav,processed
Even the slogans will change.,english/english-sample819.wav,processed
How could you have a slogan like ‘freedom is slavery’ when the concept of freedom has been abolished?,english/english-sample820.wav,processed
The whole climate of thought will be different.,english/english-sample821.wav,processed
"In fact there will be no thought, as we understand it now.",english/english-sample822.wav,processed
Orthodoxy means not thinking—not needing to think.,english/english-sample823.wav,processed
Orthodoxy is unconsciousness.”,english/english-sample824.wav,processed
"One of these days, thought Winston with sudden deep conviction, Syme will be vaporized.",english/english-sample825.wav,processed
He is too intelligent.,english/english-sample826.wav,processed
He sees too clearly and speaks too plainly.,english/english-sample827.wav,processed
The Party does not like such people.,english/english-sample828.wav,processed
One day he will disappear.,english/english-sample829.wav,processed
It is written in his face.,english/english-sample830.wav,processed
Winston had finished his bread and cheese.,english/english-sample831.wav,processed
He turned a little sideways in his chair to drink his mug of coffee.,english/english-sample832.wav,processed
At the table on his left the man with the strident voice was still talking remorselessly away.,english/english-sample833.wav,processed
"From time to time Winston caught some such remark as “I think you’re so right, I do so agree with you,”",english/english-sample835.wav,processed
uttered in a youthful and rather silly feminine voice.,english/english-sample836.wav,processed
"But the other voice never stopped for an instant, even when the girl was speaking.",english/english-sample837.wav,processed
"Winston knew the man by sight, though he knew no more about him than that he held some important post in the Fiction Department.",english/english-sample838.wav,processed
"He was a man of about thirty, with a muscular throat and a large, mobile mouth.",english/english-sample839.wav,processed
"His head was thrown back a little, and because of the angle at which he was sitting, his spectacles caught the light and presented to Winston two blank discs instead of eyes.",english/english-sample840.wav,processed
"What was slightly horrible, was that from the stream of sound that poured out of his mouth it was almost impossible to distinguish a single word.",english/english-sample841.wav,processed
"For the rest it was just a noise, a quack-quack-quacking.",english/english-sample843.wav,processed
"And yet, though you could not actually hear what the man was saying, you could not be in any doubt about its general nature.",english/english-sample844.wav,processed
"Whatever it was, you could be certain that every word of it was pure orthodoxy, pure Ingsoc.",english/english-sample846.wav,processed
"As he watched the eyeless face with the jaw moving rapidly up and down, Winston had a curious feeling that this was not a real human being but some kind of dummy.",english/english-sample847.wav,processed
"It was not the man’s brain that was speaking, it was his larynx.",english/english-sample848.wav,processed
"The stuff that was coming out of him consisted of words, but it was not speech in the true sense:",english/english-sample849.wav,processed
"it was a noise uttered in unconsciousness, like the quacking of a duck.",english/english-sample850.wav,processed
"Syme had fallen silent for a moment, and with the handle of his spoon was tracing patterns in the puddle of stew.",english/english-sample851.wav,processed
"The voice from the other table quacked rapidly on, easily audible in spite of the surrounding din.",english/english-sample852.wav,processed
"“There is a word in Newspeak,”",english/english-sample853.wav,processed
"said Syme, “I don’t know whether you know it:",english/english-sample854.wav,processed
"duckspeak, to quack like a duck.",english/english-sample855.wav,processed
It is one of those interesting words that have two contradictory meanings.,english/english-sample856.wav,processed
"Applied to an opponent, it is abuse, applied to someone you agree with, it is praise.”",english/english-sample857.wav,processed
"Unquestionably Syme will be vaporized, Winston thought again.",english/english-sample858.wav,processed
There was something subtly wrong with Syme.,english/english-sample860.wav,processed
There was something that he lacked:,english/english-sample861.wav,processed
"discretion, aloofness, a sort of saving stupidity.",english/english-sample862.wav,processed
You could not say that he was unorthodox.,english/english-sample863.wav,processed
"There was no law, not even an unwritten law, against frequenting the Chestnut Tree Café, yet the place was somehow ill-omened.",english/english-sample867.wav,processed
"The old, discredited leaders of the Party had been used to gather there before they were finally purged.",english/english-sample868.wav,processed
"Goldstein himself, it was said, had sometimes been seen there, years and decades ago.",english/english-sample869.wav,processed
Syme’s fate was not difficult to foresee.,english/english-sample870.wav,processed
"And yet it was a fact that if Syme grasped, even for three seconds, the nature of his, Winston’s, secret opinions, he would betray him instantly to the Thought Police.",english/english-sample871.wav,processed
"So would anybody else, for that matter:",english/english-sample872.wav,processed
but Syme more than most.,english/english-sample873.wav,processed
Zeal was not enough.,english/english-sample874.wav,processed
Orthodoxy was unconsciousness.,english/english-sample875.wav,processed
Syme looked up.,english/english-sample876.wav,processed
"“Here comes Parsons,”",english/english-sample877.wav,processed
he said.,english/english-sample878.wav,processed
"Something in the tone of his voice seemed to add, “that bloody fool.”",english/english-sample879.wav,processed
"At thirty-five he was already putting on rolls of fat at neck and waistline, but his movements were brisk and boyish.",english/english-sample881.wav,processed
In visualizing him one saw always a picture of dimpled knees and sleeves rolled back from pudgy forearms.,english/english-sample883.wav,processed
"He greeted them both with a cheery “Hullo, hullo!”",english/english-sample885.wav,processed
"and sat down at the table, giving off an intense smell of sweat.",english/english-sample886.wav,processed
Beads of moisture stood out all over his pink face.,english/english-sample887.wav,processed
His powers of sweating were extraordinary.,english/english-sample888.wav,processed
At the Community Centre you could always tell when he had been playing table-tennis by the dampness of the bat handle.,english/english-sample889.wav,processed
"Syme had produced a strip of paper on which there was a long column of words, and was studying it with an ink-pencil between his fingers.",english/english-sample890.wav,processed
"“Look at him working away in the lunch hour,”",english/english-sample891.wav,processed
"said Parsons, nudging Winston.",english/english-sample892.wav,processed
"What’s that you’ve got there, old boy?",english/english-sample894.wav,processed
"Something a bit too brainy for me, I expect.",english/english-sample895.wav,processed
"Smith, old boy, I’ll tell you why I’m chasing you.",english/english-sample896.wav,processed
It’s that sub you forgot to give me.”,english/english-sample897.wav,processed
“Which sub is that?”,english/english-sample898.wav,processed
"said Winston, automatically feeling for money.",english/english-sample899.wav,processed
"About a quarter of one’s salary had to be earmarked for voluntary subscriptions, which were so numerous that it was difficult to keep track of them.",english/english-sample900.wav,processed
“For Hate Week.,english/english-sample901.wav,processed
You know—the house-by-house fund.,english/english-sample902.wav,processed
I’m treasurer for our block.,english/english-sample903.wav,processed
We’re making an all-out effort—going to put on a tremendous show.,english/english-sample904.wav,processed
"I tell you, it won’t be my fault if old Victory Mansions doesn’t have the biggest outfit of flags in the whole street.",english/english-sample905.wav,processed
Two dollars you promised me.”,english/english-sample906.wav,processed
"Winston found and handed over two creased and filthy notes, which Parsons entered in a small notebook, in the neat handwriting of the illiterate.",english/english-sample907.wav,processed
"“By the way, old boy,”",english/english-sample908.wav,processed
“I hear that little beggar of mine let fly at you with his catapult yesterday.,english/english-sample910.wav,processed
I gave him a good dressing-down for it.,english/english-sample911.wav,processed
In fact I told him I’d take the catapult away if he does it again.”,english/english-sample912.wav,processed
"“I think he was a little upset at not going to the execution,”",english/english-sample913.wav,processed
"“Ah, well—what I mean to say, shows the right spirit, doesn’t it?",english/english-sample915.wav,processed
"All they think about is the Spies, and the war, of course.",english/english-sample917.wav,processed
"D’you know what that little girl of mine did last Saturday, when her troop was on a hike out Berkhamsted way?",english/english-sample918.wav,processed
